MSZoning,LotFrontage,LotArea,Street,Utilities,HouseStyle,YearBuilt,Foundation,TotRmsAbvGrd,KitchenAbvGr,MoSold,YrSold,SaleCondition,SalePrice
RL,64.0,7314,Pave,AllPub,1Story,2007,PConc,6,1,2,2009,Normal,2
RL,85.0,11475,Pave,AllPub,1Story,1958,CBlock,9,2,7,2009,Abnorml,1
RM,52.0,6240,Pave,AllPub,1.5Fin,1925,CBlock,5,1,1,2009,Normal,0
RL,39.0,5389,Pave,AllPub,1Story,1995,PConc,5,1,3,2010,Normal,2
RL,73.0,9590,Pave,AllPub,SLvl,2003,PConc,6,1,5,2007,Normal,2
RL,75.0,11404,Pave,AllPub,2Story,1998,PConc,8,1,7,2008,Normal,2
RL,80.0,10000,Pave,AllPub,1Story,1961,CBlock,6,1,3,2009,Normal,1
RL,,8978,Pave,AllPub,1Story,1968,PConc,6,1,5,2007,Family,1
RM,60.0,10800,Pave,AllPub,2.5Unf,1914,BrkTil,6,1,10,2006,Normal,1
RL,60.0,8544,Pave,AllPub,1Story,1950,CBlock,6,2,7,2006,Normal,0
RL,72.0,10463,Pave,AllPub,2Story,2005,PConc,8,1,6,2006,Normal,2
RL,60.0,10800,Pave,AllPub,1Story,1987,CBlock,5,1,3,2009,Alloca,1
RL,65.0,9313,Pave,AllPub,2Story,2004,PConc,7,1,4,2009,Normal,2
RM,60.0,9600,Pave,AllPub,2Story,1910,BrkTil,7,1,5,2007,Abnorml,1
RL,65.0,6768,Pave,AllPub,1Story,1961,CBlock,5,1,5,2008,Normal,1
RL,65.0,8450,Pave,AllPub,1Story,2000,PConc,6,1,12,2007,Normal,1
RL,70.0,12886,Pave,AllPub,SLvl,1963,CBlock,6,1,10,2009,Normal,1
RL,41.0,5395,Pave,AllPub,1Story,1993,PConc,5,1,10,2008,Normal,2
RL,,8963,Pave,AllPub,2Story,1976,CBlock,11,1,7,2008,Normal,3
RL,,8795,Pave,AllPub,2Story,2000,PConc,8,1,4,2009,Normal,2
RM,65.0,11700,Pave,AllPub,2Story,1880,Stone,8,1,5,2009,Normal,2
RL,59.0,10593,Pave,AllPub,1Story,1996,PConc,7,1,3,2010,Normal,2
RL,50.0,8405,Pave,AllPub,1.5Fin,1945,Slab,9,1,4,2009,Normal,0
RM,55.0,8800,Pave,AllPub,1.5Fin,1910,BrkTil,7,1,6,2010,Normal,0
RL,,7750,Pave,AllPub,2Story,2003,PConc,6,1,8,2007,Normal,1
RL,79.0,9236,Pave,AllPub,1Story,1997,PConc,6,1,7,2006,Normal,2
RL,80.0,10240,Pave,AllPub,2Story,2005,PConc,8,1,3,2006,Normal,2
RL,61.0,7930,Pave,AllPub,1Story,1969,CBlock,5,1,7,2009,Normal,1
FV,34.0,3230,Pave,AllPub,2Story,1999,PConc,6,1,3,2009,Normal,1
RL,68.0,10769,Pave,AllPub,2Story,2007,PConc,7,1,4,2009,Normal,2
RL,,11616,Pave,AllPub,2Story,1978,CBlock,6,1,4,2010,Abnorml,1
FV,24.0,2280,Pave,AllPub,2Story,1999,PConc,6,1,8,2008,Normal,2
RL,65.0,12257,Pave,AllPub,2Story,1995,PConc,9,1,11,2007,Normal,3
RL,70.0,9100,Pave,AllPub,1Story,1959,CBlock,5,1,10,2009,Normal,1
RM,60.0,6911,Pave,AllPub,1Story,1924,PConc,5,1,10,2009,Normal,0
FV,72.0,8640,Pave,AllPub,2Story,2009,PConc,7,1,6,2010,Normal,2
RL,82.0,9430,Pave,AllPub,2Story,1999,PConc,8,1,7,2009,Normal,3
RL,30.0,9549,Pave,AllPub,1Story,1995,PConc,6,1,4,2006,Normal,2
RL,75.0,14587,Pave,AllPub,1Story,2008,PConc,6,1,8,2008,Partial,2
RL,80.0,10421,Pave,AllPub,2Story,1988,CBlock,7,1,3,2010,Normal,2
RL,75.0,12508,Pave,AllPub,1.5Fin,1940,CBlock,7,1,7,2008,Normal,1
RL,70.0,9100,Pave,AllPub,1Story,2004,PConc,8,1,10,2006,Normal,2
RL,47.0,53504,Pave,AllPub,2Story,2003,PConc,12,1,6,2010,Normal,3
RL,,7252,Pave,AllPub,SFoyer,1982,CBlock,5,1,4,2009,Normal,1
RL,67.0,8877,Pave,AllPub,1Story,1951,CBlock,6,1,4,2006,Normal,0
RL,94.0,7819,Pave,AllPub,SLvl,1976,CBlock,6,1,3,2010,Abnorml,1
RL,70.0,10150,Pave,AllPub,1Story,1958,CBlock,5,1,7,2007,Normal,1
RL,110.0,14226,Pave,AllPub,1Story,2006,PConc,9,1,7,2007,Partial,3
RM,32.0,4500,Pave,AllPub,1Story,1998,PConc,5,1,6,2009,Normal,1
RL,86.0,11210,Pave,AllPub,1Story,2005,PConc,7,1,7,2006,Partial,2
RL,100.0,13350,Pave,AllPub,1Story,1974,CBlock,5,1,6,2006,Normal,1
RH,60.0,8400,Pave,AllPub,1Story,1977,Slab,10,2,10,2007,Normal,1
RL,78.0,10530,Pave,AllPub,SFoyer,1977,CBlock,4,1,5,2006,Normal,1
RL,63.0,7875,Pave,AllPub,1Story,1995,PConc,6,1,6,2007,Normal,1
RL,65.0,7153,Pave,AllPub,2Story,1992,PConc,7,1,7,2006,Normal,1
RL,67.0,16285,Pave,AllPub,1Story,2001,PConc,6,1,6,2009,Normal,2
RL,,9101,Pave,AllPub,SFoyer,1978,PConc,4,1,7,2009,Normal,1
RM,35.0,6300,Pave,AllPub,2.5Unf,1914,CBlock,9,1,6,2008,Normal,1
RL,,9790,Pave,AllPub,1Story,1967,CBlock,7,1,9,2009,Normal,1
RM,60.0,10800,Pave,AllPub,1.5Fin,1915,PConc,7,1,6,2010,Normal,1
RL,76.0,10142,Pave,AllPub,2Story,2004,PConc,8,1,1,2010,Normal,2
RM,50.0,6000,Pave,AllPub,1Story,1954,CBlock,4,1,8,2008,Normal,1
RL,,12205,Pave,AllPub,2Story,1966,CBlock,9,1,7,2007,Normal,2
RL,43.0,3182,Pave,AllPub,1Story,2005,PConc,5,1,9,2009,Normal,1
RL,,11333,Pave,AllPub,SLvl,1976,PConc,5,1,5,2007,Normal,1
RL,92.0,9920,Pave,AllPub,2Story,1996,PConc,8,1,6,2007,Normal,2
RL,76.0,9158,Pave,AllPub,1Story,2007,PConc,7,1,6,2007,Partial,2
RL,,10832,Pave,AllPub,2Story,1994,PConc,7,1,10,2008,Normal,2
RL,70.0,8400,Pave,AllPub,2Story,1980,CBlock,7,1,4,2010,Normal,1
RL,71.0,8197,Pave,AllPub,1Story,1977,CBlock,7,1,4,2007,Normal,1
RL,57.0,7677,Pave,AllPub,1Story,1953,CBlock,4,1,4,2008,Abnorml,1
RL,104.0,13518,Pave,AllPub,2Story,2008,PConc,11,1,7,2009,Partial,3
RL,60.0,7200,Pave,AllPub,1.5Fin,1937,BrkTil,7,1,6,2007,Normal,1
RL,79.0,12798,Pave,AllPub,2Story,1997,PConc,8,1,5,2008,Normal,2
RM,40.0,4800,Pave,AllPub,1Story,1916,CBlock,5,1,7,2007,Normal,1
RL,63.0,8199,Pave,AllPub,2Story,2005,PConc,7,1,10,2008,Normal,2
RL,107.0,13891,Pave,AllPub,2Story,2008,PConc,12,1,1,2009,Partial,3
RL,75.0,9000,Pave,AllPub,1Story,1954,CBlock,5,1,6,2006,Family,1
RL,91.0,12274,Pave,AllPub,1Story,2008,PConc,6,1,7,2008,Partial,2
RL,75.0,9750,Pave,AllPub,SLvl,1967,PConc,6,1,10,2006,Normal,1
RL,144.0,21384,Pave,AllPub,2Story,1923,CBlock,6,1,5,2009,Normal,2
RL,85.0,13400,Pave,AllPub,SLvl,1966,CBlock,6,1,6,2006,Normal,1
RM,90.0,8100,Pave,AllPub,2.5Unf,1898,PConc,11,3,11,2009,Normal,0
RL,78.0,10140,Pave,AllPub,1Story,1974,CBlock,5,1,1,2006,Normal,2
RM,,4438,Pave,AllPub,1Story,2004,PConc,4,1,6,2008,Normal,1
C (all),66.0,8712,Grvl,AllPub,1Story,1952,CBlock,4,1,6,2010,Alloca,0
RL,75.0,9750,Pave,AllPub,1Story,1958,CBlock,7,1,4,2007,Normal,1
RL,45.0,8248,Pave,AllPub,1.5Fin,1918,BrkTil,7,1,7,2006,Normal,1
RL,48.0,12137,Pave,AllPub,1Story,1998,PConc,6,1,5,2010,Normal,2
RL,,11425,Pave,AllPub,1Story,1954,CBlock,4,1,7,2006,Normal,1
RL,,13265,Pave,AllPub,1Story,2002,PConc,7,1,7,2008,Normal,2
RL,80.0,8816,Pave,AllPub,SLvl,1971,CBlock,6,1,6,2010,Normal,1
RL,44.0,6371,Pave,AllPub,1Story,2009,PConc,6,1,6,2010,Partial,2
RL,72.0,7226,Pave,AllPub,2Story,2003,PConc,6,1,6,2008,Normal,2
RM,60.0,6000,Pave,AllPub,1Story,1953,CBlock,4,1,2,2009,Normal,0
RL,,12394,Pave,AllPub,2Story,2003,PConc,7,1,10,2007,Family,2
RL,60.0,9900,Pave,AllPub,1.5Fin,1940,BrkTil,7,1,7,2009,Normal,1
FV,81.0,11216,Pave,AllPub,1Story,2006,PConc,7,1,6,2006,Partial,2
RL,114.0,14803,Pave,AllPub,1Story,2007,PConc,7,1,6,2008,Partial,3
RM,50.0,6130,Pave,AllPub,1.5Unf,1924,BrkTil,5,1,5,2008,Normal,1
RL,65.0,8529,Pave,AllPub,1Story,2001,PConc,6,1,4,2009,Normal,2
RL,,28698,Pave,AllPub,2Story,1967,PConc,7,1,6,2009,Abnorml,2
FV,24.0,2544,Pave,AllPub,2Story,2005,PConc,4,1,7,2006,Normal,1
RL,80.0,11900,Pave,AllPub,1Story,1957,CBlock,6,1,6,2008,Normal,1
FV,30.0,3180,Pave,AllPub,2Story,2005,PConc,4,1,6,2006,Normal,1
RL,44.0,9548,Pave,AllPub,2Story,2003,PConc,7,1,1,2010,Normal,2
RL,100.0,10004,Pave,AllPub,1Story,1964,CBlock,6,1,2,2009,Normal,1
RL,75.0,7875,Pave,AllPub,1Story,1961,CBlock,6,1,9,2008,Normal,1
RL,60.0,9600,Pave,AllPub,1Story,1950,CBlock,4,1,2,2010,Normal,1
RM,90.0,8100,Pave,AllPub,1Story,1948,BrkTil,5,1,6,2007,Normal,1
RM,21.0,1680,Pave,AllPub,2Story,1973,CBlock,5,1,11,2008,Normal,0
RL,75.0,9525,Pave,AllPub,1Story,1995,PConc,6,1,6,2008,Normal,1
RL,70.0,11767,Pave,AllPub,1.5Fin,1946,CBlock,6,1,5,2008,Normal,1
RH,,12155,Pave,AllPub,2Story,1925,BrkTil,7,1,3,2008,Normal,1
RM,60.0,10440,Pave,AllPub,2Story,1904,PConc,8,1,6,2008,Normal,1
RL,82.0,9020,Pave,AllPub,SLvl,1966,CBlock,6,1,5,2008,Normal,1
RL,80.0,8000,Pave,AllPub,1Story,1961,CBlock,10,2,7,2007,Normal,1
RM,100.0,12665,Pave,AllPub,1.5Fin,1915,BrkTil,7,1,6,2008,Normal,1
RL,,16647,Pave,AllPub,SFoyer,1975,CBlock,6,1,1,2007,Normal,1
RL,75.0,9317,Pave,AllPub,2Story,1993,PConc,7,1,7,2009,Normal,2
RL,36.0,15523,Pave,AllPub,1Story,1972,CBlock,5,1,8,2009,Normal,1
RL,75.0,45600,Pave,AllPub,1.5Fin,1908,BrkTil,10,1,9,2008,Normal,2
RL,80.0,9600,Pave,AllPub,SLvl,1976,CBlock,7,1,8,2007,Normal,2
RM,36.0,4435,Pave,AllPub,1Story,2003,PConc,3,1,11,2007,Normal,1
RL,,3196,Pave,AllPub,1Story,2003,PConc,7,1,5,2006,Normal,2
RL,53.0,7128,Pave,AllPub,2.5Unf,1941,CBlock,7,1,8,2007,Normal,1
RL,,12095,Pave,AllPub,SLvl,1964,CBlock,7,1,8,2009,Normal,1
RL,102.0,17920,Pave,AllPub,1Story,1955,CBlock,6,1,7,2006,Abnorml,1
RL,,6897,Pave,AllPub,1Story,1962,CBlock,6,1,4,2010,Normal,1
RL,,10970,Pave,AllPub,SLvl,1978,CBlock,5,1,10,2008,Normal,1
RL,65.0,8125,Pave,AllPub,2Story,1994,PConc,6,1,3,2009,Normal,1
RL,80.0,10400,Pave,AllPub,1Story,1976,CBlock,6,1,6,2009,Family,1
RL,,11029,Pave,AllPub,2Story,1968,CBlock,9,1,8,2006,Normal,2
RL,55.0,7642,Pave,AllPub,1.5Fin,1918,BrkTil,7,1,6,2007,Normal,2
RL,75.0,11625,Pave,AllPub,1Story,1965,PConc,6,1,4,2010,Normal,1
RL,81.0,9672,Pave,AllPub,1Story,1984,PConc,6,1,5,2010,Normal,1
RL,70.0,7931,Pave,AllPub,1Story,1959,CBlock,6,1,7,2009,Normal,1
FV,72.0,8640,Pave,AllPub,1Story,2007,PConc,6,1,5,2008,Partial,2
RL,,8750,Pave,AllPub,1Story,1970,CBlock,5,1,8,2009,Normal,1
RL,67.0,10656,Pave,AllPub,1Story,2006,PConc,6,1,11,2007,Partial,2
RL,85.0,6970,Pave,AllPub,1Story,1961,CBlock,5,1,5,2007,Normal,1
RL,,14762,Pave,AllPub,2Story,1948,Slab,7,1,5,2006,Normal,1
RL,80.0,9938,Pave,AllPub,2Story,1993,PConc,8,1,6,2010,Normal,2
RL,60.0,6600,Pave,AllPub,1Story,1962,CBlock,5,1,8,2009,Normal,1
RL,70.0,8750,Pave,AllPub,2Story,1998,PConc,7,1,6,2010,Normal,2
RL,74.0,8892,Pave,AllPub,1Story,1953,Stone,5,1,10,2008,Normal,1
RL,60.0,12144,Pave,AllPub,1Story,1949,CBlock,6,1,9,2009,Normal,1
RM,52.0,5720,Pave,AllPub,1.5Fin,1941,CBlock,5,1,8,2009,Abnorml,0
FV,75.0,9000,Pave,AllPub,2Story,2007,PConc,11,1,8,2007,Partial,3
RL,94.0,25286,Pave,AllPub,1Story,1963,PConc,5,1,1,2007,Normal,1
RL,74.0,8834,Pave,AllPub,2Story,2004,PConc,10,1,6,2009,Normal,3
RL,88.0,11782,Pave,AllPub,SFoyer,1961,CBlock,6,1,6,2010,Normal,1
RL,,7000,Pave,AllPub,1Story,1978,CBlock,6,1,7,2009,Normal,1
RL,60.0,7024,Pave,AllPub,1Story,2005,PConc,5,1,6,2007,Normal,1
RL,44.0,13758,Pave,AllPub,1.5Fin,1990,CBlock,7,1,4,2007,Normal,2
RL,,9636,Pave,AllPub,2Story,1992,PConc,7,1,12,2009,Normal,1
RL,60.0,6204,Pave,AllPub,2.5Fin,1912,PConc,10,1,3,2006,Normal,1
RL,65.0,7150,Pave,AllPub,1Story,1967,CBlock,5,1,7,2009,Normal,0
FV,50.0,5119,Pave,AllPub,1Story,1999,PConc,5,1,1,2008,Abnorml,3
RL,70.0,8393,Pave,AllPub,1Story,1959,CBlock,8,2,6,2006,Family,1
RL,59.0,16466,Pave,AllPub,1.5Fin,1955,PConc,8,1,4,2008,Normal,1
RL,95.0,15865,Pave,AllPub,1Story,1970,PConc,8,1,10,2007,Normal,2
RL,128.0,12160,Pave,AllPub,1Story,1953,CBlock,6,1,2,2009,Normal,1
RL,60.0,8064,Pave,AllPub,1.5Fin,1949,CBlock,6,1,7,2007,Normal,1
RL,70.0,11184,Pave,AllPub,2Story,1978,CBlock,7,1,7,2009,Normal,1
RL,70.0,8414,Pave,AllPub,1Story,1963,CBlock,6,1,2,2006,Normal,1
RL,,13284,Pave,AllPub,1Story,1954,PConc,6,1,6,2008,Normal,1
RL,64.0,7018,Pave,AllPub,1Story,1979,Slab,8,2,6,2009,Alloca,1
RL,71.0,7056,Pave,AllPub,2Story,1963,CBlock,8,1,10,2008,Normal,1
RM,50.0,8765,Pave,AllPub,1Story,1936,BrkTil,6,1,4,2006,Abnorml,1
RL,64.0,7018,Pave,AllPub,2Story,1979,Slab,12,2,6,2009,Alloca,1
RL,100.0,12919,Pave,AllPub,1Story,2009,PConc,11,1,3,2010,Partial,3
RL,65.0,6993,Pave,AllPub,1Story,1961,CBlock,6,1,6,2006,Normal,1
RL,,7340,Pave,AllPub,1Story,1971,CBlock,4,1,6,2007,Normal,1
RL,64.0,8712,Pave,AllPub,1Story,1957,CBlock,5,1,5,2009,Normal,1
RL,63.0,7875,Pave,AllPub,2Story,2003,PConc,8,1,7,2006,Normal,2
RL,50.0,14859,Pave,AllPub,1Story,2006,PConc,7,1,8,2006,Partial,2
RL,,6173,Pave,AllPub,1Story,1967,CBlock,6,1,8,2007,Normal,1
RL,80.0,9920,Pave,AllPub,1Story,1954,CBlock,6,1,2,2010,Normal,1
RL,116.0,13501,Pave,AllPub,1Story,2006,PConc,8,1,6,2007,Normal,2
RL,86.0,11500,Pave,AllPub,1.5Fin,1936,CBlock,6,1,6,2006,Normal,2
RL,,8885,Pave,AllPub,1Story,1983,CBlock,5,1,6,2006,Normal,1
RL,149.0,12589,Pave,AllPub,2Story,2005,PConc,8,1,6,2009,Normal,1
RL,80.0,11600,Pave,AllPub,2Story,1960,CBlock,12,2,1,2010,Normal,1
RL,,9286,Pave,AllPub,1Story,1977,CBlock,5,1,10,2009,Normal,1
RM,51.0,6120,Pave,AllPub,1Story,1925,BrkTil,6,1,7,2006,Abnorml,0
RH,82.0,6270,Pave,AllPub,2Story,1949,CBlock,8,2,8,2007,Normal,1
FV,30.0,3000,Pave,AllPub,2Story,2009,PConc,4,1,6,2009,Partial,1
RM,21.0,2001,Pave,AllPub,2Story,1970,CBlock,6,1,1,2007,Normal,0
C (all),50.0,9000,Pave,AllPub,1Story,1949,CBlock,4,1,10,2006,Abnorml,0
RL,,17140,Pave,AllPub,1Story,1956,CBlock,6,1,4,2009,Normal,1
RL,103.0,13125,Pave,AllPub,2Story,1991,PConc,8,1,11,2007,Normal,2
RL,87.0,11029,Pave,AllPub,1Story,1958,CBlock,6,1,5,2008,Normal,1
RL,70.0,8462,Pave,AllPub,2Story,1994,PConc,7,1,7,2007,Normal,2
RL,67.0,8777,Pave,AllPub,1.5Fin,1900,CBlock,9,2,9,2008,Normal,1
RL,65.0,10237,Pave,AllPub,1Story,2005,PConc,6,1,10,2006,Partial,1
RL,50.0,8012,Pave,AllPub,1Story,1993,PConc,5,1,7,2008,Normal,2
RL,79.0,10240,Pave,AllPub,1Story,1980,CBlock,7,1,5,2006,Normal,2
RL,,15611,Pave,AllPub,1Story,1977,PConc,6,1,3,2008,Abnorml,1
RL,93.0,11999,Pave,AllPub,2Story,2003,PConc,10,1,5,2007,Normal,3
RL,,9900,Pave,AllPub,2Story,1968,CBlock,9,1,4,2008,Normal,1
RL,,11838,Pave,AllPub,1Story,2001,PConc,7,1,6,2009,Normal,2
RL,,13006,Pave,AllPub,2Story,1997,PConc,8,1,11,2006,Normal,2
RL,73.0,8925,Pave,AllPub,1Story,2007,PConc,7,1,7,2009,Normal,2
RL,70.0,9100,Pave,AllPub,1Story,1965,CBlock,5,1,7,2009,Normal,1
RL,84.0,11670,Pave,AllPub,1Story,2006,PConc,8,1,3,2007,Normal,3
RL,63.0,8487,Pave,AllPub,1Story,2004,PConc,6,1,8,2009,Normal,2
RL,313.0,27650,Pave,AllPub,1Story,1960,CBlock,9,1,11,2008,Normal,2
RL,52.0,5825,Pave,AllPub,1Story,1926,PConc,5,1,6,2006,Normal,0
RL,67.0,10083,Pave,AllPub,1Story,2003,PConc,5,1,8,2009,Normal,2
RL,75.0,9675,Pave,AllPub,2Story,2005,PConc,8,1,2,2009,Normal,2
RL,73.0,8760,Pave,AllPub,2Story,2006,PConc,7,1,8,2006,Partial,2
RL,,24090,Pave,AllPub,2Story,1940,CBlock,10,1,6,2010,Normal,2
RL,55.0,12640,Pave,AllPub,1Story,1976,CBlock,8,2,7,2006,Normal,1
RL,,8755,Pave,AllPub,2Story,1999,PConc,8,1,6,2009,Normal,2
RL,42.0,7711,Pave,AllPub,1Story,1977,PConc,8,2,8,2007,Abnorml,1
RL,100.0,25000,Pave,AllPub,1Story,1967,CBlock,8,2,6,2007,Normal,1
RL,,14375,Pave,NoSeWa,SLvl,1958,CBlock,7,1,1,2009,Abnorml,1
RM,98.0,8820,Pave,AllPub,1.5Fin,1890,BrkTil,7,1,9,2009,Normal,1
RL,70.0,8163,Pave,AllPub,SLvl,1959,CBlock,6,1,3,2006,Normal,1
RL,85.0,14536,Pave,AllPub,1Story,2002,PConc,9,1,11,2007,Normal,2
RL,65.0,14006,Pave,AllPub,2Story,2002,PConc,7,1,2,2006,Normal,2
RL,78.0,9360,Pave,AllPub,1Story,1972,CBlock,5,1,3,2010,Normal,2
RL,60.0,7200,Pave,AllPub,1Story,1950,CBlock,5,1,7,2007,Normal,1
RH,60.0,7800,Pave,AllPub,1Story,1965,CBlock,6,1,7,2006,Abnorml,1
RL,60.0,7200,Pave,AllPub,SFoyer,1972,CBlock,5,1,4,2009,Normal,1
RL,,11075,Pave,AllPub,2Story,1969,CBlock,7,1,9,2008,Normal,1
RL,35.0,9400,Pave,AllPub,SFoyer,1975,CBlock,4,0,10,2006,AdjLand,1
RH,82.0,7136,Pave,AllPub,2Story,1946,CBlock,8,2,8,2007,Normal,1
RM,24.0,1300,Pave,AllPub,2Story,1980,CBlock,5,1,5,2009,Normal,1
RL,70.0,7420,Pave,AllPub,1Story,1962,CBlock,6,1,4,2007,Normal,1
RL,65.0,8450,Pave,AllPub,1Story,2003,PConc,6,1,10,2007,Normal,2
FV,24.0,2572,Pave,AllPub,2Story,1999,PConc,6,1,5,2010,Normal,1
RL,50.0,7207,Pave,AllPub,1Story,1958,CBlock,4,1,2,2010,Normal,1
RL,,12227,Pave,AllPub,2Story,1977,CBlock,11,1,7,2008,Normal,2
RL,24.0,2308,Pave,AllPub,2Story,1976,CBlock,7,1,7,2007,Normal,1
RL,122.0,11923,Pave,AllPub,1Story,2007,PConc,7,1,5,2009,Normal,2
RL,80.0,11316,Pave,AllPub,2Story,2002,PConc,8,1,2,2010,Normal,2
RL,65.0,10237,Pave,AllPub,2Story,2005,PConc,8,1,7,2007,Partial,1
RL,130.0,9600,Pave,AllPub,1.5Fin,1940,BrkTil,7,1,6,2009,Normal,1
RL,,7390,Pave,AllPub,1Story,1955,CBlock,6,1,7,2008,Normal,1
RM,50.0,5925,Pave,AllPub,1.5Fin,1910,BrkTil,6,1,5,2009,Abnorml,0
RL,75.0,10382,Pave,AllPub,SLvl,1958,CBlock,6,1,3,2006,Normal,1
RL,60.0,10800,Pave,AllPub,1.5Fin,1949,CBlock,6,1,12,2006,Abnorml,1
